,mean,std,min,max,initial,final
T1,109.57180762852406,19.06913537986684,25.16,144.71,25.16,144.71
T2-T5,46.06252473344288,14.058108970802738,25.422399999999996,80.77172382262913,25.433333333333334,80.77172382262913
T6-T9,45.396214667078446,13.529688501064019,25.482666666666667,78.72170383446516,25.486666666666668,78.72170383446516
